N,Должность,Язык.программирования,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Еще.студент,Уровень.английского,Дата.заполнения,User.Agent,exp,current_job_exp,salary,avg
7703,Software Engineer,Java,3,меньше 3 месяцев,2200,700,Харьков,до 10 человек,Аутсорсинговая,мужской,26,Высшее,False,средний,03/07/2017 17:48:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.0,2200,
7704,Software Engineer,Java,3,меньше 3 месяцев,2550,800,Харьков,свыше 1000 человек,Другая,мужской,25,Незаконченное высшее,False,выше среднего,03/07/2017 17:49:00,"Mozilla/5.0 (Linux; Android 7.1.1; ONEPLUS A3010 Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36",3.0,0.0,2550,
7705,Software Engineer,Java,1.5,1.5,1800,1100,Харьков,до 200 человек,Аутсорсинговая,мужской,22,Высшее,True,средний,03/07/2017 17:49:59,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1800,
7707,Software Engineer,C,0.25,0.25,350,0,Киев,до 50 человек,Аутсорсинговая,мужской,22,Высшее,False,выше среднего,03/07/2017 17:59:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,350,
7708,Software Engineer,PHP,4,1,1800,800,Киев,до 200 человек,Продуктовая,мужской,26,Высшее,False,выше среднего,03/07/2017 18:06:41,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,1.0,1800,
7710,Software Engineer,C#/.NET,4,2,1800,300,Киев,до 50 человек,Продуктовая,мужской,29,Высшее,False,средний,03/07/2017 18:30:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36 OPR/46.0.2597.32",4.0,2.0,1800,
7711,Junior Software Engineer,PHP,1,0.5,400,0,Харьков,до 50 человек,Аутстаффинговая,мужской,30,Высшее,False,ниже среднего,03/07/2017 18:47:29,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.5,400,
7712,Senior Software Engineer,PHP,4,3,3600,0,Киев,до 10 человек,Другая,мужской,34,Высшее,False,ниже среднего,03/07/2017 18:57:45,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,4.0,3.0,3600,
7713,Junior Software Engineer,Ruby/Rails,0.25,0.25,900,0,Киев,до 50 человек,Аутстаффинговая,мужской,24,Высшее,False,выше среднего,03/07/2017 19:37:46,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.25,0.25,900,
7718,Senior Software Engineer,JavaScript,10 и более лет,10 и более лет,3200,400,Днепр,до 200 человек,Аутсорсинговая,мужской,32,Высшее,False,средний,03/07/2017 20:47:44,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-A520F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/5.4 Chrome/51.0.2704.106 Mobile Safari/537.36",10.0,10.0,3200,
7720,Software Engineer,Java,1.5,1.5,2000,300,Киев,до 200 человек,Аутстаффинговая,мужской,21,Высшее,True,средний,03/07/2017 21:13:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.5,1.5,2000,
7722,Software Engineer,C#/.NET,3,1.5,1500,300,Харьков,до 200 человек,Аутстаффинговая,мужской,25,Высшее,False,ниже среднего,03/07/2017 21:30:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,1.5,1500,
7724,Software Engineer,Java,2,0.5,1800,1050,Харьков,до 200 человек,Аутстаффинговая,мужской,28,Два высших,False,средний,03/07/2017 22:06:48,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,1800,
7728,Junior Software Engineer,JavaScript,0.25,0.25,350,0,Ивано-Франковск,до 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,выше среднего,03/07/2017 23:06:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.25,0.25,350,
7731,Junior Software Engineer,JavaScript,3,0.25,460,250,Одесса,до 10 человек,Аутстаффинговая,мужской,20,Высшее,True,средний,04/07/2017 00:01:47,"Mozilla/5.0 (Linux; Android 5.1; m2 note Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36",3.0,0.25,460,
7732,Senior Software Engineer,JavaScript,3,3,2500,900,Харьков,до 1000 человек,Аутсорсинговая,мужской,25,Высшее,False,средний,04/07/2017 00:12:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,3.0,2500,
7733,Technical Lead,C#/.NET,10 и более лет,4,3800,200,Киев,свыше 1000 человек,Аутсорсинговая,мужской,33,Высшее,False,выше среднего,04/07/2017 02:05:37,Mozilla/5.0 (Windows NT 10.0; Win64; x64; Trident/7.0; rv:11.0) like Gecko,10.0,4.0,3800,
7734,Software Engineer,JavaScript,2,0.25,150,80,Ивано-Франковск,до 10 человек,Другая,мужской,24,Высшее,False,ниже среднего,04/07/2017 02:26:15,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.25,150,
7735,Senior Software Engineer,C#/.NET,8,меньше 3 месяцев,4000,500,Киев,до 200 человек,Аутсорсинговая,мужской,30,Высшее,False,ниже среднего,04/07/2017 08:59:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",8.0,0.0,4000,
7736,Software Engineer,C++,3,3,1000,200,Одесса,до 1000 человек,Аутсорсинговая,женский,24,Высшее,False,выше среднего,04/07/2017 10:08:57,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,3.0,3.0,1000,
7738,Junior Software Engineer,Java,меньше 3 месяцев,меньше 3 месяцев,300,300,Львов,до 50 человек,Аутсорсинговая,мужской,19,Высшее,True,продвинутый,04/07/2017 10:21:08,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,300,
7739,Software Engineer,JavaScript,3,2,1500,600,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Высшее,False,ниже среднего,04/07/2017 10:29:15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,2.0,1500,
7740,Technical Lead,Java,10 и более лет,4,4200,300,Киев,свыше 1000 человек,Аутсорсинговая,мужской,32,Высшее,False,выше среднего,04/07/2017 11:00:23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,4.0,4200,
7741,Senior Software Engineer,C#/.NET,6,0.5,3300,700,Львов,до 200 человек,Аутсорсинговая,мужской,32,Высшее,False,продвинутый,04/07/2017 11:00:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",6.0,0.5,3300,
7750,Junior Software Engineer,PHP,1,меньше 3 месяцев,115,0,Черкассы,до 10 человек,Другая,мужской,23,Техникум / Колледж,False,средний,04/07/2017 12:48:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.0,115,
7751,Senior Software Engineer,JavaScript,5,2,2385,150,Львов,свыше 1000 человек,Аутсорсинговая,мужской,30,Высшее,False,средний,04/07/2017 13:39:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,2.0,2385,
7755,Software Engineer,JavaScript,1.5,1,2000,1000,Харьков,до 50 человек,Продуктовая,мужской,28,Высшее,False,ниже среднего,04/07/2017 13:45:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.0,2000,
7756,Software Engineer,C,5,5,1800,200,Львов,до 1000 человек,Аутсорсинговая,мужской,27,Высшее,False,средний,04/07/2017 13:47:02,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,5.0,1800,
7760,Software Engineer,Ruby/Rails,2,0.5,1400,0,Днепр,до 50 человек,Продуктовая,мужской,26,Высшее,False,средний,04/07/2017 13:55:43,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,0.5,1400,
7761,Junior Software Engineer,Ruby/Rails,1,0.5,1300,900,Днепр,до 50 человек,Продуктовая,мужской,27,Высшее,False,ниже среднего,04/07/2017 13:55:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,0.5,1300,
7762,Junior Software Engineer,C++,0.25,меньше 3 месяцев,430,0,Киев,свыше 1000 человек,Аутсорсинговая,женский,26,Два высших,False,продвинутый,04/07/2017 14:09:02,"Mozilla/5.0 (Linux; Android 7.1.2; Mi-4c Build/NJH47B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36",0.25,0.0,430,
7763,Junior Software Engineer,Swift,1.5,1.5,600,200,Харьков,до 1000 человек,Аутстаффинговая,женский,25,Незаконченное высшее,True,средний,04/07/2017 14:10:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.5,1.5,600,
7764,Senior Software Engineer,PHP,5,0.25,3500,1000,Тернополь,до 10 человек,Аутсорсинговая,мужской,26,Высшее,False,продвинутый,04/07/2017 14:12:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,3500,
7767,Software Engineer,PHP,5,1.5,1750,500,Киев,до 200 человек,Продуктовая,мужской,27,Высшее,False,средний,04/07/2017 14:15:07,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,1.5,1750,
7776,Software Engineer,Scala,3,1.5,3200,0,Киев,до 50 человек,Продуктовая,мужской,23,Высшее,False,выше среднего,04/07/2017 14:28:14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,1.5,3200,
7777,Senior Software Engineer,JavaScript,4,4,2100,400,Ужгород,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,False,ниже среднего,04/07/2017 14:29:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",4.0,4.0,2100,
7778,Software Engineer,PHP,10 и более лет,4,600,100,Кропивницкий,до 50 человек,Аутсорсинговая,мужской,30,Высшее,False,средний,04/07/2017 14:30:35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:54.0) Gecko/20100101 Firefox/54.0,10.0,4.0,600,
7783,Software Engineer,Swift,1,0.25,1500,1450,Киев,до 10 человек,Продуктовая,мужской,21,Незаконченное высшее,False,продвинутый,04/07/2017 14:35:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",1.0,0.25,1500,
7784,Senior Software Engineer,Python,5,меньше 3 месяцев,3200,700,Киев,до 200 человек,Аутстаффинговая,мужской,24,Незаконченное высшее,False,выше среднего,04/07/2017 14:36:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",5.0,0.0,3200,
7785,Junior Software Engineer,JavaScript,2,0.5,400,0,Удаленно,до 50 человек,Аутсорсинговая,женский,21,Высшее,True,средний,04/07/2017 14:43:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,0.5,400,
7786,Technical Lead,C++,9,3,4000,0,Киев,до 10 человек,Продуктовая,мужской,35,Высшее,False,продвинутый,04/07/2017 14:50:07,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:54.0) Gecko/20100101 Firefox/54.0,9.0,3.0,4000,
7787,Senior Software Engineer,Java,10 и более лет,5,4000,150,Киев,свыше 1000 человек,Аутсорсинговая,мужской,41,Высшее,False,выше среднего,04/07/2017 14:53:37,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,5.0,4000,
7795,Software Engineer,JavaScript,4,1.5,2755,255,Киев,свыше 1000 человек,Аутстаффинговая,женский,26,Высшее,False,средний,04/07/2017 15:43:55,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",4.0,1.5,2755,
7796,Junior Software Engineer,Ruby/Rails,1.5,1.5,300,0,Черкассы,до 50 человек,Аутстаффинговая,мужской,26,Высшее,False,средний,04/07/2017 15:49:10,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.5,1.5,300,
7803,Software Engineer,Swift,2,0.25,1200,200,Одесса,до 50 человек,Стартап,мужской,34,Высшее,False,ниже среднего,04/07/2017 16:10:48,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",2.0,0.25,1200,
7810,Junior Software Engineer,JavaScript,0.5,меньше 3 месяцев,200,0,Львов,свыше 1000 человек,Аутсорсинговая,женский,20,Незаконченное высшее,True,выше среднего,04/07/2017 16:38:33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.0,200,
7811,Junior Software Engineer,C#/.NET,0.5,0.5,600,100,Киев,до 50 человек,Аутсорсинговая,мужской,22,Незаконченное высшее,True,средний,04/07/2017 16:57:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.5,0.5,600,
7813,Junior Software Engineer,Java,1,1,1150,600,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,False,средний,04/07/2017 17:27:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",1.0,1.0,1150,
7814,Junior Software Engineer,JavaScript,2,1,700,200,Удаленно,до 50 человек,Аутстаффинговая,мужской,21,Среднее,False,средний,04/07/2017 17:29:27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",2.0,1.0,700,
7820,Junior Software Engineer,Java,меньше 3 месяцев,меньше 3 месяцев,500,200,Киев,до 10 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,True,средний,04/07/2017 17:54:32,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",0.0,0.0,500,
7824,Software Engineer,Java,4,меньше 3 месяцев,2400,400,Харьков,свыше 1000 человек,Аутсорсинговая,мужской,33,Высшее,False,средний,04/07/2017 18:14:54,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,0.0,2400,
7826,Junior Software Engineer,PHP,3,0.25,200,0,Харьков,до 50 человек,Другая,мужской,30,Высшее,False,элементарный,04/07/2017 18:49:52,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",3.0,0.25,200,
7827,Senior Software Engineer,Java,6,6,1615,0,Винница,до 200 человек,Аутсорсинговая,мужской,29,Высшее,False,средний,04/07/2017 19:16:21,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",6.0,6.0,1615,
7828,Senior Software Engineer,Java,6,2,3600,0,Днепр,до 200 человек,Продуктовая,мужской,25,Высшее,False,выше среднего,04/07/2017 19:19:55,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.115 Safari/537.36",6.0,2.0,3600,
